ID,Card Name,Card Type,Points,Description,List,Labels,Members,Due Date,Closed,Date Last Activity,URL,Short Link,Checklist Count,Attachment Count
686c128305b2090b46889086,[customer request - 3] JADN CLI: JSON Schema to JADN,customer request,3,"Sprint #: 4

Sprint Started: 06/05/2025

Sprint Completed: 06/17/2025

Points: 3

‌

Repo: jadn-cli

Branch: develop

‌

Goal:

JSON Schema to JADN, some loss may occur.

Command:
poetry run python jadn\_cli.py schema\_rev_t music-database.json

Gotcha:
The JSON Schema file must have a properties object, even if it’s just an empty object “properties“: {}

Note:
If you don’t have a JSON Schema file to test with, just create one using the music-database.jadn file and run to generate a JSON Schema:
schema_t music-database.jadn json",Done - Sprint #0,JADN CLI,"Matt, Kevin Cressman",,False,2025-07-07T18:31:33.137Z,https://trello.com/c/uH0AKPWy/572-customer-request-3-jadn-cli-json-schema-to-jadn,uH0AKPWy,0,1
686c128305b2090b4688933c,[customer request - 3] JADN CLI: Schema Conversion Logic,customer request,3,"Sprint #: 3, 4

Sprint Started: 05/22/2025

Sprint Completed: 06/18/2025

Points: 3

‌

Repo: jadn-cli

Branch: develop

‌

Goal:

Data conversion logic added from sandbox api. schema\_t allows for translation to jidl, xsd and json schema, while schema\_vis allows for translation to .puml, .gv, .md and html",Done - Sprint #0,JADN CLI,"Matt, Kevin Cressman",,False,2025-07-07T18:31:33.611Z,https://trello.com/c/6FKkl818/577-customer-request-3-jadn-cli-schema-conversion-logic,6FKkl818,0,0
686c128305b2090b468892c6,[customer request - 3] JADN CLI: Schema Validation Logic,customer request,3,"Sprint #: 3

Sprint Started: 05/22/2025

Sprint Completed: 06/04/2025

Points: 3

Repo: jadn-cli

Branch: main

‌

Goal:

Schema validation logic added from sandbox api,  jadn and jadn-schema.",Done - Sprint #0,JADN CLI,"Matt, Kevin Cressman",,False,2025-07-07T18:31:33.557Z,https://trello.com/c/O5EoNykc/575-customer-request-3-jadn-cli-schema-validation-logic,O5EoNykc,0,1
686c127f05b2090b4688837f,[customer request - 4] Relationship Diagrams Enhancement,customer request,4,"Request from Dave Kemp, communicated to @dlemire60 :

For all entity relationship diagrams (GraphViz and PlantUML), all node content should be in JIDL format. The uuid simple type in the green oval should be uuid = String{pattern=""^U-\d{6}$""}  rather than showing the % option. The JADN type option string is ""%^U-\d{6}$""",Done - Sprint #0,"JADN Sandbox, v0.13.1, Customer Sync, MSR, JADN CLI",Matt,,False,2025-07-07T18:32:22.391Z,https://trello.com/c/CF8hMUlX/562-customer-request-4-relationship-diagrams-enhancement,CF8hMUlX,0,2
686c127f05b2090b4688837e,[enhancement - 1] Visualization: Enable Enumerations in PUML conversion,enhancement,1,"enumerated fields not added to nodes for text conversion. in process of enabling this option.

“Leaf Nodes do not display by design, am looking into making that an option in a new version of the conversion”-DK, loose paraphrase

Technical Details:
Repo: jadn-sandbox

Branch: puml-enums",Done - Sprint #0,"JADN Sandbox, v0.13.1, Customer Sync, MSR, JADN CLI",Matt,,False,2025-07-07T18:32:15.834Z,https://trello.com/c/melBBZDq/560-enhancement-1-visualization-enable-enumerations-in-puml-conversion,melBBZDq,0,2
686c128d05b2090b4688b100,[enhancement - 1] Visualization: Use JADN for GraphViz,enhancement,1,"We were using an older copy of gv.  Repointed the app to JADN directly to use the latest version.

Also, pointed MD as well.

Technical Details:
Repo: jadn-sandbox

Branch: graphviz",Done - Sprint #0,"JADN Sandbox, v0.13.1, Customer Sync, MSR, JADN CLI",Matt,,False,2025-07-07T18:33:57.173Z,https://trello.com/c/69MWEXS7/613-enhancement-1-visualization-use-jadn-for-graphviz,69MWEXS7,0,0
686c128105b2090b46888b14,[enhancement - 2] JADN CLI: Allow numbered args,enhancement,2,"Sprint #: 4

Sprint Started: 05/22/2025

Sprint Completed: 06/17/2025

Points: 2

‌

Repo: jadn-cli

Branch: number-args

‌

Goal / Issue:

Allow numbered args in the direct command in the place of named commands.",Done - Sprint #0,JADN CLI,"Kevin Cressman, Joshua Cohen",,False,2025-07-07T18:31:31.017Z,https://trello.com/c/X0MUU3tI/567-enhancement-2-jadn-cli-allow-numbered-args,X0MUU3tI,0,0
686c128105b2090b46888aa7,[enhancement - 2] JADN CLI: Clear Log Command,enhancement,2,"Sprint #: 4

Sprint Started: 05/22/2025

Sprint Completed: 06/17/2025

Points: 2

‌

Repo: jadn-cli

Branch: clear-commands

‌

Goal / Issue:

Add a command to allow the user to clear the log.

‌

Technical Details:

Clears the raw aggregated error log so any generated error reports will not include any previous errors.

How to Test:

Start jadn-cli, force an error to populate error log, and enter clear\_log. The .log file should be empty, and when gen\_err_report is entered nothing should happen because the error list was reset as well.",Done - Sprint #0,JADN CLI,Joshua Cohen,,False,2025-07-07T18:31:31.244Z,https://trello.com/c/g9lvsTSd/566-enhancement-2-jadn-cli-clear-log-command,g9lvsTSd,0,1
686c128105b2090b46888a07,[enhancement - 2] JADN CLI: Clear Reports Command,enhancement,2,"Sprint #: 4

Sprint Started: 05/22/2025

Sprint Completed: 06/17/2025

Points: 2

‌

Repo: jadn-cli

Branch: clear-commands

‌

Goal / Issue:

Add a command to allow the user to clear the reports.",Done - Sprint #0,JADN CLI,Joshua Cohen,,False,2025-07-07T18:31:31.055Z,https://trello.com/c/dvxkFflP/565-enhancement-2-jadn-cli-clear-reports-command,dvxkFflP,0,1
686c128105b2090b46888c20,[enhancement - 2] JADN CLI: Configurable Prompts,enhancement,2,"Sprint #: 4

Sprint Started: 05/22/2025

Sprint Completed: 06/17/2025

Points: 2

‌

Repo: jadn-cli

Branch: main

‌

Goal / Issue:

System only apps interacting with the CLI do not need prompts, make prompts configurable.

Technical Details:

‌

How to Test:

From the config.toml enable and disable prompts and then, test command.

`poetry run python jadn_cli.py data_v music-database.jadn music_library.json`

`poetry run python jadn_cli.py data_v music-database.jadn`",Done - Sprint #0,JADN CLI,Matt,,False,2025-07-07T18:31:30.957Z,https://trello.com/c/qqikJlB8/568-enhancement-2-jadn-cli-configurable-prompts,qqikJlB8,0,0
686c127e05b2090b468881c2,[enhancement - 3] Fix IP-Net format option display for Message Creation,enhancement,3,Message creation currently lacks fields for Arrays with the format options for ip-net enabled without otherwise specified fields. these can be added to enable the use of these formatted objects.,Done - Sprint #0,"JADN Sandbox, MSR, Customer Sync, v0.13.2, JADN CLI",Kevin Cressman,,False,2025-07-07T18:32:10.470Z,https://trello.com/c/3d4NbdX6/557-enhancement-3-fix-ip-net-format-option-display-for-message-creation,3d4NbdX6,0,0
686c127f05b2090b46888380,[enhancement - 3] GraphViz Conversion Enhancements,enhancement,3,"repo: jadn-sandbox

branch: visual-options

From @dlemire60 :

1. It would be good to have a toggle to suppress the field definition details in the ERD code that's output, so you can have a simple diagram with just all of the types, or a complete diagram with everything. It wasn't hard to edit out the display tables, but it took a little work.
2. ~~Another useful toggle would be to force all shapes in the GV output to be rectangles. There's nothing really wrong with the mix of ellipses and rectangles in what I got but to a viewer on first glance it probably seems random / arbitrary.~~
3. ~~I notice that none of the links in the GV diagram show cardinality; they're just arrows with a text label to tie them to a field. My hand coded PlantUML text included cardinality and that seems at least a useful option.~~
4. Add the ability to choose concise or verbose output (`{'conceptual', 'logical', 'information'}`)",Done - Sprint #0,"JADN Sandbox, Customer Sync, MSR, v0.13.2, JADN CLI","Kevin Cressman, Matt",,False,2025-07-07T18:32:18.010Z,https://trello.com/c/zSoXdkhY/561-enhancement-3-graphviz-conversion-enhancements,zSoXdkhY,0,2
686c128d05b2090b4688b04b,[essential - 1] Add Music Lib v1.1 to Examples,essential,1,"Repo: jadn-sandbox

Branch: develop

‌

Goal:

Add the latest music lib jadn schema as an example for users

‌

Technical Details:

na

How to Test:

Load and run the music lib on each page",Done - Sprint #0,"JADN Sandbox, Customer Sync, v0.13.1, MSR, JADN CLI",Matt,,False,2025-07-07T18:33:51.298Z,https://trello.com/c/OF712JYc/611-essential-1-add-music-lib-v11-to-examples,OF712JYc,0,0
686c128905b2090b4688a51d,[essential - 1] Prepare JADN Sandbox v0.14.0 for Testing,essential,1,"[https://github.com/ScreamBun/jadn-sandbox/releases/tag/v0.14.0](https://github.com/ScreamBun/jadn-sandbox/releases/tag/v0.14.0 ""smartCard-inline"")

‌

[https://hub.docker.com/repository/docker/screambunn/jadn_sandbox/tags/latest/sha256-67edbb86adf6cebfa4718a75eb7ff33e19ab00f838dcf7f940abf96cea9d12f9](https://hub.docker.com/repository/docker/screambunn/jadn_sandbox/tags/latest/sha256-67edbb86adf6cebfa4718a75eb7ff33e19ab00f838dcf7f940abf96cea9d12f9 ""‌"")",Done - Sprint #0,"JADN Sandbox, v0.14.0, MSR, JADN CLI",,,False,2025-07-07T18:38:48.243Z,https://trello.com/c/flZLfBO5/598-essential-1-prepare-jadn-sandbox-v0140-for-testing,flZLfBO5,0,0
686c127f05b2090b468882a6,[essential - 1] Visualization: JIDL - Too much white space,essential,1,"Notice ALLL of the white space. See how the comment is hidden until you scroll all the way to the right.

Considerations:

- Trim whitespace/ place on new line.
- fit all of data in window without scroll",Done - Sprint #0,"JADN Sandbox, v0.13.1, Customer Sync, MSR, JADN CLI",Matt,,False,2025-07-07T18:32:12.622Z,https://trello.com/c/udWX0clw/559-essential-1-visualization-jidl-too-much-white-space,udWX0clw,0,3
686c128a05b2090b4688a7c9,[essential - 1] update and test amazon-ion dependency upgrade,essential,1,"test branch: develop

~~to get deps to agree, as well as upgrade and normalize import using pypi, the github import for amazon-ion has been changed to the amazon.ion pypi version.~~

‌

Removed amazon-ion, not needed",Done - Sprint #0,"JADN Sandbox, JADN Schema, v0.14.0, MSR, JADN CLI","Kevin Cressman, Matt",,False,2025-07-07T18:38:49.752Z,https://trello.com/c/RPlkqlpN/600-essential-1-update-and-test-amazon-ion-dependency-upgrade,RPlkqlpN,1,0
686c128505b2090b46889746,[essential - 2] JADN Validation: Validate Signed Integers,essential,2,"Sprint #: 4

Sprint Started: 4 June 2025

Sprint Completed: 18 June 2025

Points: 2

‌

Repo: jadn-validation

Branch: xml-formats

‌

Goal / Issue: add format to validation",Done - Sprint #0,"JADN Validation, JADN CLI",Kevin Cressman,,False,2025-07-07T18:33:09.295Z,https://trello.com/c/YGIOW5Eo/580-essential-2-jadn-validation-validate-signed-integers,YGIOW5Eo,0,1
686c128505b2090b4688966f,[essential - 2] JADN Validation: Validate Unsigned Integers,essential,2,"Sprint #: 4

Sprint Started: 4 June 2025

Sprint Completed: 18 June 2025

Points: 2

‌

Repo: jadn-validation

Branch: xml-formats

‌

Goal / Issue: add format to validation",Done - Sprint #0,"JADN Validation, JADN CLI",Kevin Cressman,,False,2025-07-07T18:33:07.697Z,https://trello.com/c/XTEb4AT8/579-essential-2-jadn-validation-validate-unsigned-integers,XTEb4AT8,0,1
686c128c05b2090b4688adea,[essential - 2] Schema Creation - IPv* Net UI,essential,2,"Repo: jadn-sandbox

Branch: ipv-net

‌

Goal:

When the array type option format ipv4-net is selected, the ui will automatically create the ipv array fields for the user.

‌

Technical Details:

```json
  [""IPv4-Net"", ""Array"", [""/ipv4-net""], ""IPv4 address and prefix length"", [
    [1, ""ipv4_addr"", ""IPv4-Addr"", [], ""IPv4 address as defined in [[RFC0791]](#rfc0791)""],
    [2, ""prefix_length"", ""Integer"", [""[0""], ""CIDR prefix-length. If omitted, refers to a single host address.""]
  ]]
given th
```

‌

How to Test:

<What steps are needed in order for someone else to test the functionality?>",Done - Sprint #0,"JADN Sandbox, Customer Sync, MSR, v0.13.2, JADN CLI",Matt,,False,2025-07-07T18:34:01.505Z,https://trello.com/c/6zkGdZle/608-essential-2-schema-creation-ipv-net-ui,6zkGdZle,0,1
686c128805b2090b4688a301,[essential - 3] Choice XML Data Validation Logic,essential,3,"Repo: jadn-validation

Branch: matt

‌

Goal:

Missing data validation logic for each variation of choice.",Done - Sprint #0,"JADN Validation, v0.14.0, MSR, JADN CLI",Matt,,False,2025-07-07T18:38:52.293Z,https://trello.com/c/PTmO47Cd/595-essential-3-choice-xml-data-validation-logic,PTmO47Cd,1,1
686c128805b2090b4688a302,[essential - 3] Map XML ID/Key Data Validation Logic,essential,3,"Repos: jadn-validation, jadn-sandbox

Branch: develop

‌

Goal:

Map ID/Key XML Validation logic is missing.",Done - Sprint #0,"JADN Validation, JADN Sandbox, v0.14.0, MSR, JADN CLI",Matt,,False,2025-07-07T18:38:51.314Z,https://trello.com/c/rdwvlScp/596-essential-3-map-xml-id-key-data-validation-logic,rdwvlScp,0,2
686c127e05b2090b46888166,[essential - 5] Data Validation Logic Refresh,essential,5,"Collection for a number of significant update tasks for Pydantic logic functions of JADN Schema library.
Version updates, rewrites, and testing implementation concerns will need to be addressed, and will not be done separately or in isolation of each other once work on them begins.

See Attached cards for particulars.

repo: jadn-schema

branch: pydantic-2",Done - Sprint #0,"JADN Schema, JADN Validation, v0.14.0, MSR, JADN CLI","Matt, Kevin Cressman",,False,2025-07-07T18:38:46.581Z,https://trello.com/c/ZRT0NGtN/555-essential-5-data-validation-logic-refresh,ZRT0NGtN,0,4
686c127f05b2090b4688849a,[issue - 1] Data Creation: date calendar inputs only allow future selection,issue,1,"_minor issue, as text entry still functions, but calendar inputs disregard dates in the past for user entry._

_must check if browser specific._",Done - Sprint #0,"JADN Sandbox, v0.13.1, Customer Sync, MSR, JADN CLI",Matt,,False,2025-07-07T18:32:25.295Z,https://trello.com/c/i9y27L0j/563-issue-1-data-creation-date-calendar-inputs-only-allow-future-selection,i9y27L0j,0,2
686c128905b2090b4688a435,[issue - 1] Error when overwriting existing data,issue,1,"Repos: jadn-sandbox

Branch: develop

Issue: When overwriting a data file an error is thrown on the Data Creation and Data Validation pages.",Done - Sprint #0,"JADN Sandbox, v0.14.0, MSR, JADN CLI",Matt,,False,2025-07-07T18:38:50.581Z,https://trello.com/c/2mvGoMoG/597-issue-1-error-when-overwriting-existing-data,2mvGoMoG,0,2
686c128205b2090b46888d88,[issue - 1] OIF Device: Resolve Critical Vulnerability in Dependency,issue,1,"Sprint #: 4

Sprint Started: 05/22/2025

Sprint Completed: 06/17/2025

Points: 1

‌

Goal / Issue:

High vulnerability found in setuptools. will need an update and bugfix version bump.",Done - Sprint #0,"OIF Device, JADN CLI",Kevin Cressman,,False,2025-07-07T18:32:41.609Z,https://trello.com/c/FgXmQ249/569-issue-1-oif-device-resolve-critical-vulnerability-in-dependency,FgXmQ249,0,1
686c128a05b2090b4688a65e,[issue - 1] Resolve Vulnerabilities,issue,1,"[https://github.com/oasis-open/openc2-oif-device/security/dependabot](https://github.com/oasis-open/openc2-oif-device/security/dependabot ""‌"")

‌

- ‌
  [Unpatched \`path-to-regexp\` ReDoS in 0.1.x](https://github.com/oasis-open/openc2-oif-device/security/dependabot/122 ""‌"") [High](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Ahigh ""‌"")
  #122 opened 3 months ago • Detected in path-to-regexp (npm) • logger/gui/yarn.lock
- ‌
- [Regular Expression Denial of Service (ReDoS) in cross-spawn](https://github.com/oasis-open/openc2-oif-device/security/dependabot/121 ""‌"") [High](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Ahigh ""‌"")
  #121 opened 4 months ago • Detected in cross-spawn (npm) • logger/gui/yarn.lock
- ‌
- [Denial of service in http-proxy-middleware](https://github.com/oasis-open/openc2-oif-device/security/dependabot/120 ""‌"") [High](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Ahigh ""‌"")
  #120 opened 5 months ago • Detected in http-proxy-middleware (npm) • logger/gui/yarn.lock
- ‌
- [body-parser vulnerable to denial of service when url encoding is enabled](https://github.com/oasis-open/openc2-oif-device/security/dependabot/115 ""‌"") [High](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Ahigh ""‌"")
  #115 opened 6 months ago • Detected in body-parser (npm) • logger/gui/yarn.lock
- ‌
- [path-to-regexp outputs backtracking regular expressions](https://github.com/oasis-open/openc2-oif-device/security/dependabot/114 ""‌"") [High](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Ahigh ""‌"")
  #114 opened 6 months ago • Detected in path-to-regexp (npm) • logger/gui/yarn.lock
- ‌
- [Jinja2 vulnerable to sandbox breakout through attr filter selecting format method](https://github.com/oasis-open/openc2-oif-device/security/dependabot/129 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #129 opened 2 weeks ago • Detected in Jinja2 (pip) • requirements.txt
- ‌
- [Cross-site Scripting (XSS) in serialize-javascript](https://github.com/oasis-open/openc2-oif-device/security/dependabot/128 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #128 opened last month • Detected in serialize-javascript (npm) • logger/gui/yarn.lock
- ‌
- [Jinja has a sandbox breakout through malicious filenames](https://github.com/oasis-open/openc2-oif-device/security/dependabot/126 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #126 opened 2 months ago • Detected in jinja2 (pip) • requirements.txt
- ‌
- [Jinja has a sandbox breakout through indirect reference to format method](https://github.com/oasis-open/openc2-oif-device/security/dependabot/125 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #125 opened 3 months ago • Detected in jinja2 (pip) • requirements.txt
- ‌
- [Predictable results in nanoid generation when given non-integer values](https://github.com/oasis-open/openc2-oif-device/security/dependabot/123 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #123 opened 3 months ago • Detected in nanoid (npm) • logger/gui/yarn.lock
- ‌
- [Webpack's AutoPublicPathRuntimeModule has a DOM Clobbering Gadget that leads to XSS](https://github.com/oasis-open/openc2-oif-device/security/dependabot/113 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #113 opened 6 months ago • Detected in webpack (npm) • logger/gui/yarn.lock
- ‌
- [Regular Expression Denial of Service (ReDoS) in micromatch](https://github.com/oasis-open/openc2-oif-device/security/dependabot/112 ""‌"") [Moderate](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Amoderate ""‌"")
  #112 opened 7 months ago • Detected in micromatch (npm) • logger/gui/yarn.lock
- ‌
- [cookie accepts cookie name, path, and domain with out of bounds characters](https://github.com/oasis-open/openc2-oif-device/security/dependabot/119 ""‌"") [Low](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Alow ""‌"")
  #119 opened 5 months ago • Detected in cookie (npm) • logger/gui/yarn.lock
- ‌
- [send vulnerable to template injection that can lead to XSS](https://github.com/oasis-open/openc2-oif-device/security/dependabot/118 ""‌"") [Low](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Alow ""‌"")
  #118 opened 6 months ago • Detected in send (npm) • logger/gui/yarn.lock
- ‌
- [serve-static vulnerable to template injection that can lead to XSS](https://github.com/oasis-open/openc2-oif-device/security/dependabot/117 ""‌"") [Low](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Alow ""‌"")
  #117 opened 6 months ago • Detected in serve-static (npm) • logger/gui/yarn.lock
- ‌
- [express vulnerable to XSS via response.redirect()](https://github.com/oasis-open/openc2-oif-device/security/dependabot/116 ""‌"") [Low](https://github.com/oasis-open/openc2-oif-device/security/dependabot?q=is%3Aopen+severity%3Alow ""‌"")
  #116 opened 6 months ago • Detected in express (npm) • logger/gui/yarn.lock",Done - Sprint #0,"OIF Device, Customer Sync, JADN CLI","Matt, Kevin Cressman",,False,2025-07-07T18:38:45.714Z,https://trello.com/c/WT3FZ9nY/599-issue-1-resolve-vulnerabilities,WT3FZ9nY,0,1
686c128805b2090b4688a212,[issue - 1] Schema and Data drop downs are unsorted,issue,1,"Repos: jadn-sandbox

Branch: develop

‌

Also, cleaned up some remaining openc2 variables, etc.",Done - Sprint #0,"JADN Sandbox, v0.14.0, MSR, JADN CLI",Matt,,False,2025-07-07T18:38:48.987Z,https://trello.com/c/51S1JDoR/593-issue-1-schema-and-data-drop-downs-are-unsorted,51S1JDoR,0,1
686c128b05b2090b4688aaa8,[issue - 1] Translation - Undefined Error on JSON to JADN Translation,issue,1,"Repo: jadn_sandbox

Branch: translation_fix

Page: Translation page

Where in the code:
convert api /  `opts = request_json[""opts""]`

Sometimes request_json is not needed and is null.

A check was added to account for this.",Done - Sprint #0,"JADN Sandbox, Customer Sync, v0.13.2, MSR, JADN CLI",,,False,2025-07-07T18:33:43.787Z,https://trello.com/c/y3hHVTBj/603-issue-1-translation-undefined-error-on-json-to-jadn-translation,y3hHVTBj,0,0
686c128b05b2090b4688ac77,[issue - 2] App startup: Helper url is missing,issue,2,"During startup the app’s url used to show for the user to easily click it and get to the app.  Now the url only shows after the user kills the app.

![image.png](https://trello.com/1/cards/6723de185a894174dff17757/attachments/6723de60803338928d67b2a4/download/image.png)",Done - Sprint #0,"JADN Sandbox, Customer Sync, v0.13.2, MSR, JADN CLI",Kevin Cressman,,False,2025-07-07T18:33:58.555Z,https://trello.com/c/2bcaqlS1/607-issue-2-app-startup-helper-url-is-missing,2bcaqlS1,0,1
686c128e05b2090b4688b40f,[issue - 2] Data Generation - Performance Improvements,issue,2,"Repo: jadn-sandbox

Branch: ~~data-gen-adjustments~~ develop

Repo: sb-jadn-json

Branch: develop",Done - Sprint #0,"JADN Sandbox, v0.13.1, Customer Sync, MSR, JADN CLI",Matt,,False,2025-07-07T18:33:59.995Z,https://trello.com/c/RSrfMiTN/615-issue-2-data-generation-performance-improvements,RSrfMiTN,0,1
